Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.174.130-192.168.174.1-56902-53-17,192.168.174.130,56902,192.168.174.1,53,17,25/05/2022 07:18:15 PM,7995710,4,1,164,41,41,41,41,0,41,41,41,0,25.63874878,0.625335336,1998927.5,1414738.03,3999183,995900,6999810,2333270,1526930.286,3999183,1000247,0,0,0,0,0,0,0,0,0,32,8,0.500268269,0.125067067,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-63608-1900-17,192.168.174.130,63608,239.255.255.250,1900,17,25/05/2022 07:31:25 PM,3028625,3,1,522,174,174,174,174,0,174,174,174,0,229.8072558,1.320731355,1009541.667,5713.422909,1013093,1002951,2016044,1008022,7171.476975,1013093,1002951,0,0,0,0,0,0,0,0,0,24,8,0.990548516,0.330182839,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49251-6,192.168.174.130,49251,192.168.174.128,6522,6,25/05/2022 07:28:45 PM,1031112,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818960501,206222.4,281702.492,514815,350,515327,515327,0,515327,515327,1031112,343704,297353.2925,515441,350,0,0,0,0,60,92,1.9396535,3.879307001,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49274-6,192.168.174.130,49274,192.168.174.128,6522,6,25/05/2022 07:30:18 PM,1031996,2,4,0,0,0,0,0,0,0,0,0,0,0,5.813976023,206399.2,281426.2446,515026,578,515539,515539,0,515539,515539,1031996,343998.6667,297411.4588,516219,578,0,0,0,0,60,92,1.937992008,3.875984015,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49297-6,192.168.174.130,49297,192.168.174.128,6522,6,25/05/2022 07:32:16 PM,9116012,5,8,361,2,200,0,72.2,87.89880545,2,0,0.25,0.707106781,39.82004412,1.426062186,759667.6667,1776562.579,5958918,42,6651119,1662779.75,2907539.806,6005904,9682,9116012,1302287.429,2229569.483,5958918,1271,0,0,0,0,100,184,0.548485456,0.87757673,0,200,25.92857143,60.48580798,3658.532967,0,1,0,0,0,0,0,0,1,27.92307692,72.2,0.25,0,0,0,0,0,0,5,361,8,2,-1,0,4,0,103491,0,103491,103491,5958918,0,5958918,5958918,Malicious
192.168.174.1-239.255.255.250-54491-1900-17,192.168.174.1,54491,239.255.255.250,1900,17,25/05/2022 07:07:14 PM,3105500,3,1,525,175,175,175,175,0,175,175,175,0,225.4065368,1.288037353,1035166.667,48608.00819,1091037,1002582,2014463,1007231.5,6575.385958,1011881,1002582,0,0,0,0,0,0,0,0,0,24,8,0.966028015,0.322009338,175,175,175,0,0,0,0,0,0,0,0,0,0,0,218.75,175,175,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-64680-53-17,192.168.174.130,64680,192.168.174.1,53,17,25/05/2022 07:09:26 PM,8014694,4,1,128,32,32,32,32,0,32,32,32,0,19.96333235,0.623854136,2003673.5,1419026.695,4010724,1000324,7013990,2337996.667,1532913.325,4010724,1000324,0,0,0,0,0,0,0,0,0,32,8,0.499083309,0.124770827,32,32,32,0,0,0,0,0,0,0,0,0,0,0,38.4,32,32,0,0,0,0,0,0,4,128,1,32,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-55698-1900-17,192.168.174.130,55698,239.255.255.250,1900,17,25/05/2022 07:23:25 PM,3023112,3,1,522,174,174,174,174,0,174,174,174,0,230.2263363,1.323139864,1007704,6407.562095,1014062,1001248,2015310,1007655,9060.866294,1014062,1001248,0,0,0,0,0,0,0,0,0,24,8,0.992354898,0.330784966,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-53599-53-17,192.168.174.130,53599,192.168.174.1,53,17,25/05/2022 07:28:21 PM,8012360,4,1,164,41,41,41,41,0,41,41,41,0,25.58547045,0.624035865,2003090,1418437.29,4010149,999559,7012801,2337600.333,1531849.712,4010149,1002829,0,0,0,0,0,0,0,0,0,32,8,0.499228692,0.124807173,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-61785-53-17,192.168.174.130,61785,192.168.174.1,53,17,25/05/2022 07:07:46 PM,8028287,4,1,156,39,39,39,39,0,39,39,39,0,24.28911672,0.622797865,2007071.75,1420018.689,4014685,998250,7030037,2343345.667,1531730.634,4014685,1006510,0,0,0,0,0,0,0,0,0,32,8,0.498238292,0.124559573,39,39,39,0,0,0,0,0,0,0,0,0,0,0,46.8,39,39,0,0,0,0,0,0,4,156,1,39,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-55057-53-17,192.168.174.128,55057,192.168.174.1,53,17,25/05/2022 07:33:21 PM,3055238,2,1,68,34,34,34,34,0,34,34,34,0,33.38528782,0.98192023,1527619,734939.9183,2047300,1007938,2047300,2047300,0,2047300,2047300,0,0,0,0,0,0,0,0,0,16,8,0.654613487,0.327306743,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-50714-53-17,192.168.174.130,50714,192.168.174.1,53,17,25/05/2022 07:09:25 PM,3005261,2,1,68,34,34,34,34,0,34,34,34,0,33.94047971,0.998249403,1502630.5,704208.3505,2000581,1004680,2000581,2000581,0,2000581,2000581,0,0,0,0,0,0,0,0,0,16,8,0.665499602,0.332749801,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-61314-53-17,192.168.174.130,61314,192.168.174.1,53,17,25/05/2022 07:15:29 PM,7989427,4,1,148,37,37,37,37,0,37,37,37,0,23.15560302,0.625827109,1997356.75,1417007.009,4000410,990036,6999391,2333130.333,1528201.525,4000410,998957,0,0,0,0,0,0,0,0,0,32,8,0.500661687,0.125165422,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55389-53-17,192.168.174.130,55389,192.168.174.1,53,17,25/05/2022 07:13:07 PM,2993459,2,1,68,34,34,34,34,0,34,34,34,0,34.07429332,1.002185098,1496729.5,711877.6306,2000103,993356,2000103,2000103,0,2000103,2000103,0,0,0,0,0,0,0,0,0,16,8,0.668123398,0.334061699,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-62566-53-17,192.168.174.130,62566,192.168.174.1,53,17,25/05/2022 07:17:31 PM,7990835,4,1,152,38,38,38,38,0,38,38,38,0,23.7772398,0.625716837,1997708.75,1415017.633,3996971,990529,7000306,2333435.333,1525496.089,3996971,1000045,0,0,0,0,0,0,0,0,0,32,8,0.500573469,0.125143367,38,38,38,0,0,0,0,0,0,0,0,0,0,0,45.6,38,38,0,0,0,0,0,0,4,152,1,38,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-62500-53-17,192.168.174.130,62500,192.168.174.1,53,17,25/05/2022 07:11:29 PM,7999229,4,1,148,37,37,37,37,0,37,37,37,0,23.12722889,0.62506024,1999807.25,1414001.528,3999570,999395,6999834,2333278,1527050.764,3999570,1000645,0,0,0,0,0,0,0,0,0,32,8,0.500048192,0.125012048,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-49624-53-17,192.168.174.130,49624,192.168.174.1,53,17,25/05/2022 07:07:29 PM,8006930,4,1,172,43,43,43,43,0,43,43,43,0,26.85173968,0.624459062,2001732.5,1412481.476,3999880,1000695,7000506,2333502,1527163.997,3999880,1000695,0,0,0,0,0,0,0,0,0,32,8,0.49956725,0.124891812,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-50363-53-17,192.168.174.130,50363,192.168.174.1,53,17,25/05/2022 07:10:25 PM,3014350,2,1,68,34,34,34,34,0,34,34,34,0,33.83814089,0.995239438,1507175,696863.6324,1999932,1014418,1999932,1999932,0,1999932,1999932,0,0,0,0,0,0,0,0,0,16,8,0.663492959,0.331746479,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60970-53-17,192.168.174.130,60970,192.168.174.1,53,17,25/05/2022 07:32:37 PM,7999321,4,1,180,45,45,45,45,0,45,45,45,0,28.12738731,0.625053051,1999830.25,1414439.855,4000037,999517,6999724,2333241.333,1527737.691,4000037,999517,0,0,0,0,0,0,0,0,0,32,8,0.500042441,0.12501061,45,45,45,0,0,0,0,0,0,0,0,0,0,0,54,45,45,0,0,0,0,0,0,4,180,1,45,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60835-53-17,192.168.174.130,60835,192.168.174.1,53,17,25/05/2022 07:07:10 PM,3202044,2,1,68,34,34,34,34,0,34,34,34,0,31.85465284,0.936901554,1601022,858590.2669,2208137,993907,2208137,2208137,0,2208137,2208137,0,0,0,0,0,0,0,0,0,16,8,0.624601036,0.312300518,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-53440-53-17,192.168.174.130,53440,192.168.174.1,53,17,25/05/2022 07:07:18 PM,7996049,4,1,140,35,35,35,35,0,35,35,35,0,21.88580885,0.625308824,1999012.25,1409567.954,3991551,1000149,6995900,2331966.667,1521568.554,3991551,1002669,0,0,0,0,0,0,0,0,0,32,8,0.50024706,0.125061765,35,35,35,0,0,0,0,0,0,0,0,0,0,0,42,35,35,0,0,0,0,0,0,4,140,1,35,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59129-53-17,192.168.174.130,59129,192.168.174.1,53,17,25/05/2022 07:20:15 PM,7996290,4,1,164,41,41,41,41,0,41,41,41,0,25.63688911,0.625289978,1999072.5,1415206.58,4000206,996208,7000082,2333360.667,1527652.784,4000206,999995,0,0,0,0,0,0,0,0,0,32,8,0.500231983,0.125057996,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.1-239.255.255.250-49840-1900-17,192.168.174.1,49840,239.255.255.250,1900,17,25/05/2022 07:09:14 PM,3008589,3,1,525,175,175,175,175,0,175,175,175,0,232.6672071,1.329526898,1002863,1853.323771,1004975,1001508,2007081,1003540.5,2028.689355,1004975,1002106,0,0,0,0,0,0,0,0,0,24,8,0.997145173,0.332381724,175,175,175,0,0,0,0,0,0,0,0,0,0,0,218.75,175,175,0,0,0,0,0,0,3,525,1,175,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49285-6,192.168.174.130,49285,192.168.174.128,6522,6,25/05/2022 07:31:02 PM,1015436,2,4,0,0,0,0,0,0,0,0,0,0,0,5.908791888,203087.2,277438.65,514481,332,500031,500031,0,500031,500031,1015436,338478.6667,292940.6814,515093,332,0,0,0,0,60,92,1.969597296,3.939194592,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-65514-53-17,192.168.174.130,65514,192.168.174.1,53,17,25/05/2022 07:17:22 PM,7998965,4,1,172,43,43,43,43,0,43,43,43,0,26.8784774,0.62508087,1999741.25,1414430.713,3999636,998046,7000919,2333639.667,1527086.261,3999636,1000307,0,0,0,0,0,0,0,0,0,32,8,0.500064696,0.125016174,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60281-53-17,192.168.174.130,60281,192.168.174.1,53,17,25/05/2022 07:24:51 PM,2993626,2,1,68,34,34,34,34,0,34,34,34,0,34.07239248,1.00212919,1496813,711459.7305,1999891,993735,1999891,1999891,0,1999891,1999891,0,0,0,0,0,0,0,0,0,16,8,0.668086127,0.334043063,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-57497-53-17,192.168.174.130,57497,192.168.174.1,53,17,25/05/2022 07:27:50 PM,7988508,4,1,148,37,37,37,37,0,37,37,37,0,23.15826685,0.625899104,1997127,1416923.524,4000019,988606,6999902,2333300.667,1527557.529,4000019,999972,0,0,0,0,0,0,0,0,0,32,8,0.500719283,0.125179821,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49262-6,192.168.174.130,49262,192.168.174.128,6522,6,25/05/2022 07:29:30 PM,1031886,2,4,0,0,0,0,0,0,0,0,0,0,0,5.814595798,206377.2,281753.7953,515700,363,516063,516063,0,516063,516063,1031886,343962,297385.11,516605,573,0,0,0,0,60,92,1.938198599,3.876397199,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55778-53-17,192.168.174.130,55778,192.168.174.1,53,17,25/05/2022 07:10:23 PM,8028291,4,1,164,41,41,41,41,0,41,41,41,0,25.53469973,0.622797554,2007072.75,1408854.381,3991026,997048,7031243,2343747.667,1515653.656,3991026,1008189,0,0,0,0,0,0,0,0,0,32,8,0.498238043,0.124559511,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-56714-53-17,192.168.174.130,56714,192.168.174.1,53,17,25/05/2022 07:15:48 PM,2997972,2,1,68,34,34,34,34,0,34,34,34,0,34.02299955,1.000676457,1498986,708709.0852,2000119,997853,2000119,2000119,0,2000119,2000119,0,0,0,0,0,0,0,0,0,16,8,0.667117638,0.333558819,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-58512-53-17,192.168.174.130,58512,192.168.174.1,53,17,25/05/2022 07:08:19 PM,8029614,4,1,148,37,37,37,37,0,37,37,37,0,23.03971274,0.622694939,2007403.5,1419598.654,4014508,1002411,7027203,2342401,1532824.373,4014508,1003760,0,0,0,0,0,0,0,0,0,32,8,0.498155951,0.124538988,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.1-62976-53-17,192.168.174.128,62976,192.168.174.1,53,17,25/05/2022 07:33:08 PM,8046666,4,1,136,34,34,34,34,0,34,34,34,0,21.12676231,0.621375362,2011666.5,1419475.531,4017610,1000672,7034396,2344798.667,1535090.854,4017610,1000672,0,0,0,0,0,0,0,0,0,32,8,0.49710029,0.124275072,34,34,34,0,0,0,0,0,0,0,0,0,0,0,40.8,34,34,0,0,0,0,0,0,4,136,1,34,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49250-6,192.168.174.130,49250,192.168.174.128,6522,6,25/05/2022 07:28:41 PM,1031038,2,4,0,0,0,0,0,0,0,0,0,0,0,5.819378141,206207.6,281691.4294,515087,366,515662,515662,0,515662,515662,1031038,343679.3333,297178.7037,515453,527,0,0,0,0,60,92,1.939792714,3.879585428,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-60560-53-17,192.168.174.130,60560,192.168.174.1,53,17,25/05/2022 07:09:11 PM,8001190,4,1,164,41,41,41,41,0,41,41,41,0,25.62118885,0.624907045,2000297.5,1414135.587,4000039,999992,7000773,2333591,1527469.097,4000039,999992,0,0,0,0,0,0,0,0,0,32,8,0.499925636,0.124981409,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-56759-53-17,192.168.174.130,56759,192.168.174.1,53,17,25/05/2022 07:07:47 PM,3001106,2,1,68,34,34,34,34,0,34,34,34,0,33.98746995,0.999631469,1500553,717969.3556,2008234,992872,2008234,2008234,0,2008234,2008234,0,0,0,0,0,0,0,0,0,16,8,0.666420979,0.33321049,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55697-53-17,192.168.174.130,55697,192.168.174.1,53,17,25/05/2022 07:23:17 PM,8000702,4,1,164,41,41,41,41,0,41,41,41,0,25.6227516,0.624945161,2000175.5,1416996.704,4003601,996175,7004527,2334842.333,1529643.146,4003601,999223,0,0,0,0,0,0,0,0,0,32,8,0.499956129,0.124989032,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-63114-53-17,192.168.174.130,63114,192.168.174.1,53,17,25/05/2022 07:21:17 PM,8000366,4,1,164,41,41,41,41,0,41,41,41,0,25.62382771,0.624971408,2000091.5,1410771.846,3991189,996616,7003750,2334583.333,1521218.946,3991189,1000464,0,0,0,0,0,0,0,0,0,32,8,0.499977126,0.124994282,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49273-6,192.168.174.130,49273,192.168.174.128,6522,6,25/05/2022 07:30:14 PM,1030068,2,4,0,0,0,0,0,0,0,0,0,0,0,5.824858165,206013.6,281212.0888,514777,498,515491,515491,0,515491,515491,1030068,343356,296727.7638,515275,725,0,0,0,0,60,92,1.941619388,3.883238776,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49209-6,192.168.174.130,49209,192.168.174.128,6522,6,25/05/2022 07:23:01 PM,1027582,2,4,0,0,0,0,0,0,0,0,0,0,0,5.838950079,205516.4,279804.9554,515065,736,515801,515801,0,515801,515801,1027582,342527.3333,295112.2603,516094,1781,0,0,0,0,60,92,1.946316693,3.892633386,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-59289-53-17,192.168.174.130,59289,192.168.174.1,53,17,25/05/2022 07:18:53 PM,8001252,4,1,172,43,43,43,43,0,43,43,43,0,26.87079472,0.624902203,2000313,1415546.262,4002456,998754,7002498,2334166,1528695.482,4002456,1000505,0,0,0,0,0,0,0,0,0,32,8,0.499921762,0.124980441,43,43,43,0,0,0,0,0,0,0,0,0,0,0,51.6,43,43,0,0,0,0,0,0,4,172,1,43,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-63224-53-17,192.168.174.130,63224,192.168.174.1,53,17,25/05/2022 07:09:16 PM,8000298,4,1,164,41,41,41,41,0,41,41,41,0,25.6240455,0.62497672,2000074.5,1414456.106,4000389,999729,7000278,2333426,1527838.27,4000389,999729,0,0,0,0,0,0,0,0,0,32,8,0.499981376,0.124995344,41,41,41,0,0,0,0,0,0,0,0,0,0,0,49.2,41,41,0,0,0,0,0,0,4,164,1,41,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55674-53-17,192.168.174.130,55674,192.168.174.1,53,17,25/05/2022 07:14:52 PM,2994177,2,1,68,34,34,34,34,0,34,34,34,0,34.06612234,1.001944775,1497088.5,711420.8397,2000139,994038,2000139,2000139,0,2000139,2000139,0,0,0,0,0,0,0,0,0,16,8,0.667963183,0.333981592,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-65184-53-17,192.168.174.130,65184,192.168.174.1,53,17,25/05/2022 07:12:45 PM,8015213,4,1,188,47,47,47,47,0,47,47,47,0,29.31924579,0.62381374,2003803.25,1410908.309,4000376,1000125,7000500,2333500,1527675.916,4000376,1000125,0,0,0,0,0,0,0,0,0,32,8,0.499050992,0.124762748,47,47,47,0,0,0,0,0,0,0,0,0,0,0,56.4,47,47,0,0,0,0,0,0,4,188,1,47,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-65304-1900-17,192.168.174.130,65304,239.255.255.250,1900,17,25/05/2022 07:29:25 PM,3043198,3,1,522,174,174,174,174,0,174,174,174,0,228.7067749,1.314406752,1014399.333,2020.383709,1015725,1012074,2031124,1015562,230.5168107,1015725,1015399,0,0,0,0,0,0,0,0,0,24,8,0.985805064,0.328601688,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-53329-1900-17,192.168.174.130,53329,239.255.255.250,1900,17,25/05/2022 07:27:25 PM,3033244,3,1,522,174,174,174,174,0,174,174,174,0,229.4573071,1.318720156,1011081.333,7834.045592,1016071,1002052,2031192,1015596,671.7514421,1016071,1015121,0,0,0,0,0,0,0,0,0,24,8,0.989040117,0.329680039,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-63607-53-17,192.168.174.130,63607,192.168.174.1,53,17,25/05/2022 07:31:18 PM,2992310,2,1,68,34,34,34,34,0,34,34,34,0,34.08737731,1.002569921,1496155,712759.3928,2000152,992158,2000152,2000152,0,2000152,2000152,0,0,0,0,0,0,0,0,0,16,8,0.668379947,0.334189974,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-55258-53-17,192.168.174.130,55258,192.168.174.1,53,17,25/05/2022 07:13:49 PM,7992446,4,1,140,35,35,35,35,0,35,35,35,0,21.89567499,0.625590714,1998111.5,1416094.405,4000236,992638,6999808,2333269.333,1527743.567,4000236,999869,0,0,0,0,0,0,0,0,0,32,8,0.500472571,0.125118143,35,35,35,0,0,0,0,0,0,0,0,0,0,0,42,35,35,0,0,0,0,0,0,4,140,1,35,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-62735-1900-17,192.168.174.130,62735,239.255.255.250,1900,17,25/05/2022 07:35:25 PM,3029531,3,1,522,174,174,174,174,0,174,174,174,0,229.7385305,1.320336382,1009843.667,8498.452232,1015276,1000050,2015326,1007663,10766.40785,1015276,1000050,0,0,0,0,0,0,0,0,0,24,8,0.990252287,0.330084096,174,174,174,0,0,0,0,0,0,0,0,0,0,0,217.5,174,174,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49265-6,192.168.174.130,49265,192.168.174.128,6522,6,25/05/2022 07:29:42 PM,1031197,2,4,0,0,0,0,0,0,0,0,0,0,0,5.818480853,206239.4,281672.935,515142,405,515547,515547,0,515547,515547,1031197,343732.3333,297064.5741,515629,712,0,0,0,0,60,92,1.939493618,3.878987235,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,Malicious
