Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.174.128-192.168.174.130-6522-49202-6,192.168.174.130,49202,192.168.174.128,6522,6,25/05/2022 07:07:28 PM,9070260,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.740768181,0.992253805,1133782.5,2212408.786,5969094,159,6040117,3020058.5,4251279.411,6026167,13950,9070260,1814052,2650224.605,5969094,975,0,0,0,0,60,144,0.330751268,0.661502537,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,70476,0,70476,70476,5969094,0,5969094,5969094,Malicious
192.168.174.128-192.168.174.130-6522-49202-6,192.168.174.130,49202,192.168.174.128,6522,6,25/05/2022 07:07:37 PM,1473,1,1,0,0,0,0,0,0,0,0,0,0,0,1357.773252,1473,0,1473,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,678.8866259,678.8866259,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49203-6,192.168.174.130,49203,192.168.174.128,6522,6,25/05/2022 07:08:09 PM,9038119,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.757627112,0.995782419,1129764.875,2215678.96,5984062,167,6030570,3015285,4260731.307,6028077,2493,9038119,1807623.8,2656987.546,5984062,1056,0,0,0,0,60,144,0.331927473,0.663854946,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,47350,0,47350,47350,5984062,0,5984062,5984062,Malicious
192.168.174.128-192.168.174.130-6522-49203-6,192.168.174.130,49203,192.168.174.128,6522,6,25/05/2022 07:08:18 PM,3137,1,1,0,0,0,0,0,0,0,0,0,0,0,637.5518011,3137,0,3137,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,318.7759005,318.7759005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:06:48 PM,105608331,66,42,7608,28899,1460,0,115.2727273,381.9986124,7514,0,688.0714286,1937.223993,345.6829556,1.022646594,986993.7477,2048113.421,1.37E+07,0,1.06E+08,1624041.554,2435235.413,1.37E+07,0,1.06E+08,2574698.512,2725541.478,1.37E+07,527,0,1,0,0,1320,852,0.624950696,0.397695898,0,7514,334.9449541,1261.555366,1591521.941,0,0,0,1,1,0,0,0,0,338.0462963,115.2727273,688.0714286,0,0,0,0,0,0,66,7608,42,28899,-1,51104,33,0,9698229,2.21E+07,5.47E+07,47159,7895486.5,3042827.195,1.37E+07,5051273,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:07:25 PM,63755972,1,1,300,300,300,300,300,0,300,300,300,0,9.410883109,0.03136961,6.38E+07,0,6.38E+07,6.38E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015684805,0.015684805,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.38E+07,0,6.38E+07,6.38E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:07:25 PM,63758543,1,1,300,300,300,300,300,0,300,300,300,0,9.410503625,0.031368345,6.38E+07,0,6.38E+07,6.38E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015684173,0.015684173,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.38E+07,0,6.38E+07,6.38E+07,Malicious
192.168.174.130-192.168.174.255-137-137-17,192.168.174.130,137,192.168.174.255,137,17,25/05/2022 07:07:39 PM,119579916,26,1,1300,50,50,50,50,0,50,50,50,0,11.28952123,0.225790425,4599227.538,1.08E+07,5.13E+07,153657,1.19E+08,4753196.88,1.10E+07,5.13E+07,153657,0,0,0,0,0,0,0,0,0,208,8,0.217427816,0.008362608,50,50,50,0,0,0,0,0,0,0,0,0,0,0,51.85185185,50,50,0,0,0,0,0,0,26,1300,1,50,-1,-1,26,0,1.13E+07,6778540.239,1.91E+07,7253927,2.83E+07,2.22E+07,5.13E+07,7071169,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:08:49 PM,114987188,54,35,328,37468,18,0,6.074074074,8.213775479,8901,0,1070.514286,2647.417325,328.6974893,0.773999274,1306672.591,2588937.661,1.39E+07,94,1.15E+08,2168689.849,3063334.066,1.39E+07,42963,1.15E+08,3380321.882,3340289.046,1.40E+07,693,0,1,0,0,1080,712,0.469617537,0.304381737,0,8901,419.9777778,1717.527325,2949900.112,0,0,0,1,1,0,0,0,0,424.6966292,6.074074074,1070.514286,0,0,0,0,0,0,54,328,35,37468,-1,51026,26,0,6542445.143,9276755.949,2.44E+07,43856,8968777.857,2518648.346,1.39E+07,7005859,Malicious
192.168.174.128-192.168.174.130-6522-49204-6,192.168.174.130,49204,192.168.174.128,6522,6,25/05/2022 07:11:01 PM,9062775,3,6,53,2,51,0,17.66666667,28.88482877,2,0,0.333333333,0.816496581,6.068781361,0.993073314,1132846.875,2222169.558,6001182,98,6046860,3023430,4274139.466,6045703,1157,9062775,1812555,2664880.966,6001182,1361,0,0,0,0,60,144,0.331024438,0.662048876,0,51,5.5,16.0086782,256.2777778,0,1,0,0,0,0,0,0,2,6.111111111,17.66666667,0.333333333,0,0,0,0,0,0,3,53,6,2,-1,32764,2,0,46806,0,46806,46806,6001182,0,6001182,6001182,Malicious
192.168.174.128-192.168.174.130-6522-49204-6,192.168.174.130,49204,192.168.174.128,6522,6,25/05/2022 07:11:10 PM,2577,1,1,0,0,0,0,0,0,0,0,0,0,0,776.0962359,2577,0,2577,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,388.048118,388.048118,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:09:32 PM,67142354,1,1,300,300,300,300,300,0,300,300,300,0,8.936237178,0.029787457,6.71E+07,0,6.71E+07,6.71E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.014893729,0.014893729,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.71E+07,0,6.71E+07,6.71E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:09:32 PM,67144015,1,1,300,300,300,300,300,0,300,300,300,0,8.936016114,0.02978672,6.71E+07,0,6.71E+07,6.71E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.01489336,0.01489336,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.71E+07,0,6.71E+07,6.71E+07,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:10:53 PM,105468554,66,35,8394,18046,1460,0,127.1818182,393.5137143,8905,0,515.6,2094.743424,250.6908362,0.957631409,1054685.54,2482268.34,1.50E+07,0,1.05E+08,1621879.077,2932359.836,1.50E+07,0,1.05E+08,3100667.588,3521884.281,1.51E+07,253,0,1,0,0,1320,700,0.625778941,0.331852469,0,8905,259.2352941,1269.494069,1611615.192,0,0,0,1,1,0,0,0,0,261.8019802,127.1818182,515.6,0,0,0,0,0,0,66,8394,35,18046,-1,51106,35,0,1.64E+07,2.83E+07,4.90E+07,44678,1.34E+07,1973247.484,1.50E+07,1.12E+07,Malicious
192.168.174.130-192.168.174.1-51846-53-17,192.168.174.130,51846,192.168.174.1,53,17,25/05/2022 07:07:33 PM,7999455,4,1,148,37,37,37,37,0,37,37,37,0,23.1265755,0.625042581,1999863.75,1414204.902,3999769,999322,7000133,2333377.667,1527276.682,3999769,1000253,0,0,0,0,0,0,0,0,0,32,8,0.500034065,0.125008516,37,37,37,0,0,0,0,0,0,0,0,0,0,0,44.4,37,37,0,0,0,0,0,0,4,148,1,37,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.255-138-138-17,192.168.174.130,138,192.168.174.255,138,17,25/05/2022 07:07:10 PM,92605396,2,1,414,201,207,207,207,0,201,201,201,0,6.641081692,0.03239552,4.63E+07,1.94E+07,6.00E+07,3.26E+07,6.00E+07,6.00E+07,0,6.00E+07,6.00E+07,0,0,0,0,0,0,0,0,0,16,8,0.021597014,0.010798507,201,207,204,3.464101615,12,0,0,0,0,0,0,0,0,0,272,207,201,0,0,0,0,0,0,2,414,1,201,-1,-1,2,0,0,0,0,0,4.63E+07,1.94E+07,6.00E+07,3.26E+07,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:12:01 PM,66145823,1,1,300,300,300,300,300,0,300,300,300,0,9.070867559,0.030236225,6.61E+07,0,6.61E+07,6.61E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015118113,0.015118113,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.61E+07,0,6.61E+07,6.61E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:12:01 PM,66140719,1,1,300,300,300,300,300,0,300,300,300,0,9.071567547,0.030238558,6.61E+07,0,6.61E+07,6.61E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015119279,0.015119279,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.61E+07,0,6.61E+07,6.61E+07,Malicious
192.168.174.130-192.168.174.1-51787-53-17,192.168.174.130,51787,192.168.174.1,53,17,25/05/2022 07:11:00 PM,2999155,2,1,68,34,34,34,34,0,34,34,34,0,34.00957936,1.000281746,1499577.5,707438.4143,1999812,999343,1999812,1999812,0,1999812,1999812,0,0,0,0,0,0,0,0,0,16,8,0.666854497,0.333427249,34,34,34,0,0,0,0,0,0,0,0,0,0,0,45.33333333,34,34,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:12:53 PM,105547048,23,13,86,8949,18,0,3.739130435,6.750201285,8904,2,688.3846154,2468.487072,85.60163615,0.341080122,3015629.943,5652578.301,1.50E+07,159,1.06E+08,4795459.136,6541930.111,1.50E+07,29483,1.05E+08,8791083.083,6656955.722,1.51E+07,159,0,1,0,0,460,260,0.2179123,0.123167822,0,8904,244.2432432,1463.21181,2140988.8,0,0,0,1,1,0,0,0,0,251.0277778,3.739130435,688.3846154,0,0,0,0,0,0,23,86,13,8949,-1,51084,11,0,1351464.571,3454985.945,9186636,44203,1.37E+07,3243276.945,1.50E+07,6375659,Malicious
192.168.174.128-192.168.174.255-137-137-17,192.168.174.128,137,192.168.174.255,137,17,25/05/2022 07:10:01 PM,47120118,5,1,250,50,50,50,50,0,50,50,50,0,6.366707316,0.127334146,9424023.6,1.94E+07,4.41E+07,728108,4.63E+07,1.16E+07,2.17E+07,4.41E+07,728108,0,0,0,0,0,0,0,0,0,40,8,0.106111789,0.021222358,50,50,50,0,0,0,0,0,0,0,0,0,0,0,58.33333333,50,50,0,0,0,0,0,0,5,250,1,50,-1,-1,5,0,1511165,0,1511165,1511165,4.41E+07,0,4.41E+07,4.41E+07,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:14:54 PM,117981303,69,37,486,80756,18,0,7.043478261,8.613318658,8992,0,2182.594595,3882.256549,688.6006336,0.898447443,1123631.457,2291114.872,1.50E+07,185,1.18E+08,1734382.544,2659965.847,1.50E+07,42908,1.18E+08,3275763.083,2994337.808,1.51E+07,399,0,1,0,0,1380,740,0.58483843,0.313609013,0,8992,759.2897196,2489.91801,6199691.698,0,0,0,1,1,0,0,0,0,766.4528302,7.043478261,2182.594595,0,0,0,0,0,0,69,486,37,80756,-1,50962,34,0,1.04E+07,1.60E+07,3.65E+07,43290,9528383.4,3448165.932,1.50E+07,7032902,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:14:10 PM,63025409,1,1,300,300,300,300,300,0,300,300,300,0,9.519969954,0.031733233,6.30E+07,0,6.30E+07,6.30E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015866617,0.015866617,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.30E+07,0,6.30E+07,6.30E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:14:10 PM,63017788,1,1,300,300,300,300,300,0,300,300,300,0,9.521121243,0.031737071,6.30E+07,0,6.30E+07,6.30E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.015868535,0.015868535,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.30E+07,0,6.30E+07,6.30E+07,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:16:54 PM,119062153,59,33,281,10451,18,0,4.762711864,7.23816271,8933,0,316.6969697,1548.84242,90.13779551,0.772705664,1308375.308,3081294.561,1.50E+07,63,1.19E+08,2051999.293,3673183.893,1.50E+07,31396,1.19E+08,3719065.719,4335233.434,1.51E+07,260,0,1,0,0,1180,660,0.495539502,0.277166162,0,8933,115.4193548,925.7222835,856961.7461,0,0,0,1,1,0,0,0,0,116.673913,4.762711864,316.6969697,0,0,0,0,0,0,59,281,33,10451,-1,50891,28,0,992806.2857,1591536.242,3483795,46864,1.09E+07,3727786.469,1.50E+07,5187774,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:17:01 PM,67010478,1,1,300,300,300,300,300,0,300,300,300,0,8.953823609,0.029846079,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.014923039,0.014923039,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.70E+07,0,6.70E+07,6.70E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:17:01 PM,67008662,1,1,300,300,300,300,300,0,300,300,300,0,8.954066267,0.029846888,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.014923444,0.014923444,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.70E+07,0,6.70E+07,6.70E+07,Malicious
192.168.174.128-192.168.174.130-6522-49201-6,192.168.174.128,6522,192.168.174.130,49201,6,25/05/2022 07:18:55 PM,119187290,93,52,661,156258,18,0,7.107526882,8.554762678,10694,0,3004.961538,4371.830536,1316.574947,1.216572673,827689.5139,1428827.46,7969669,212,1.19E+08,1295007.576,1622486.152,8017188,42985,1.19E+08,2335929.686,1604516.216,8017851,338,0,1,0,0,1860,1040,0.780284542,0.436288131,0,10694,1074.80137,2966.083942,8797653.953,0,0,0,1,1,0,0,0,0,1082.213793,7.107526882,3004.961538,0,0,0,0,0,0,93,661,52,156258,-1,51091,44,0,1.87E+07,1.42E+07,3.45E+07,47519,6466382.25,1157661.718,7969669,5224560,Malicious
192.168.174.130-224.0.0.22-0-0-0,192.168.174.130,0,224.0.0.22,0,0,25/05/2022 07:07:33 PM,223322,1,1,0,0,0,0,0,0,0,0,0,0,0,8.955678348,223322,0,223322,223322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.477839174,4.477839174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-239.255.255.250-60792-1900-17,192.168.174.130,60792,239.255.255.250,1900,17,25/05/2022 07:06:45 PM,5998282,2,1,266,133,133,133,133,0,133,133,133,0,66.51904662,0.500143208,2999141,738.2194796,2999663,2998619,2998619,2998619,0,2998619,2998619,0,0,0,0,0,0,0,0,0,16,8,0.333428805,0.166714403,133,133,133,0,0,0,0,0,0,0,0,0,0,0,177.3333333,133,133,0,0,0,0,0,0,2,266,1,133,-1,-1,2,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49205-6,192.168.174.130,49205,192.168.174.128,6522,6,25/05/2022 07:21:35 PM,9049605,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.751588605,0.994518545,1131200.625,2216878.873,5984919,109,6033359,3016679.5,4259647.312,6028705,4654,9049605,1809921,2658015.7,5984919,828,0,0,0,0,60,144,0.331506182,0.663012364,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,48660,0,48660,48660,5984919,0,5984919,5984919,Malicious
192.168.174.128-192.168.174.130-6522-49205-6,192.168.174.130,49205,192.168.174.128,6522,6,25/05/2022 07:21:44 PM,441,1,1,0,0,0,0,0,0,0,0,0,0,0,4535.147392,441,0,441,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2267.573696,2267.573696,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.255-137-137-17,192.168.174.128,137,192.168.174.255,137,17,25/05/2022 07:15:53 PM,11047974,5,1,250,50,50,50,50,0,50,50,50,0,27.15429996,0.543085999,2209594.8,3263756.672,8047980,748480,1.03E+07,2574432.5,3649031.813,8047980,748480,0,0,0,0,0,0,0,0,0,40,8,0.452571666,0.090514333,50,50,50,0,0,0,0,0,0,0,0,0,0,0,58.33333333,50,50,0,0,0,0,0,0,5,250,1,50,-1,-1,5,0,1500644,0,1500644,1500644,8047980,0,8047980,8047980,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:20:01 PM,67099176,1,1,300,300,300,300,300,0,300,300,300,0,8.941987604,0.029806625,6.71E+07,0,6.71E+07,6.71E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.014903313,0.014903313,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,6.71E+07,0,6.71E+07,6.71E+07,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:20:01 PM,78461976,2,2,600,600,300,300,300,0,300,300,300,0,15.29403236,0.050980108,2.62E+07,3.59E+07,6.71E+07,57864,1.14E+07,1.14E+07,0,1.14E+07,1.14E+07,7.84E+07,7.84E+07,0,7.84E+07,7.84E+07,0,0,0,0,16,16,0.025490054,0.025490054,300,300,300,0,0,0,0,0,0,0,0,0,0,1,375,300,300,0,0,0,0,0,0,2,600,2,600,-1,-1,2,0,0,0,0,0,3.92E+07,3.94E+07,6.71E+07,1.13E+07,Malicious
192.168.174.128-192.168.174.130-6522-49206-6,192.168.174.130,49206,192.168.174.128,6522,6,25/05/2022 07:22:04 PM,9036178,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.758649066,0.995996316,1129522.25,2214437.922,5983704,90,6034416,3017208,4262787.574,6031454,2962,9036178,1807235.6,2655302.578,5983704,1314,0,0,0,0,60,144,0.331998772,0.663997544,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,51814,0,51814,51814,5983704,0,5983704,5983704,Malicious
192.168.174.128-192.168.174.130-6522-49206-6,192.168.174.130,49206,192.168.174.128,6522,6,25/05/2022 07:22:13 PM,264,1,1,0,0,0,0,0,0,0,0,0,0,0,7575.757576,264,0,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3787.878788,3787.878788,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-192.168.174.1-62794-53-17,192.168.174.130,62794,192.168.174.1,53,17,25/05/2022 07:10:39 PM,7994688,4,1,140,35,35,35,35,0,35,35,35,0,21.88953465,0.625415276,1998672,1415609.898,4000302,994613,7000075,2333358.333,1527690.226,4000302,1000075,0,0,0,0,0,0,0,0,0,32,8,0.500332221,0.125083055,35,35,35,0,0,0,0,0,0,0,0,0,0,0,42,35,35,0,0,0,0,0,0,4,140,1,35,-1,-1,4,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-224.0.0.251-5353-5353-17,192.168.174.128,5353,224.0.0.251,5353,17,25/05/2022 07:13:12 PM,2406,1,1,73,35,73,73,73,0,35,35,35,0,44887.78055,831.2551953,2406,0,2406,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,415.6275977,415.6275977,35,73,47.66666667,21.93931023,481.3333333,0,0,0,0,0,0,0,0,1,71.5,73,35,0,0,0,0,0,0,1,73,1,35,-1,-1,1,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.128-192.168.174.130-6522-49231-6,192.168.174.130,49231,192.168.174.128,6522,6,25/05/2022 07:24:38 PM,9015921,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.769340814,0.998234124,1126990.125,2201969.138,5937883,48,5996396,2998198,4238052.978,5994954,1442,9015921,1803184.2,2638388.655,5937883,801,0,0,0,0,60,144,0.332744708,0.665489416,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,58862,0,58862,58862,5937883,0,5937883,5937883,Malicious
192.168.174.128-192.168.174.130-6522-49231-6,192.168.174.130,49231,192.168.174.128,6522,6,25/05/2022 07:24:47 PM,161,1,1,0,0,0,0,0,0,0,0,0,0,0,12422.36025,161,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,6211.180124,6211.180124,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
192.168.174.130-255.255.255.255-68-67-17,192.168.174.130,68,255.255.255.255,67,17,25/05/2022 07:22:11 PM,112868104,1,1,300,300,300,300,300,0,300,300,300,0,5.315939391,0.017719798,1.13E+08,0,1.13E+08,1.13E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.008859899,0.008859899,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,1.13E+08,0,1.13E+08,1.13E+08,Malicious
192.168.174.130-192.168.174.254-68-67-17,192.168.174.254,67,192.168.174.130,68,17,25/05/2022 07:22:11 PM,112875785,1,1,300,300,300,300,300,0,300,300,300,0,5.31557765,0.017718592,1.13E+08,0,1.13E+08,1.13E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.008859296,0.008859296,300,300,300,0,0,0,0,0,0,0,0,0,0,1,450,300,300,0,0,0,0,0,0,1,300,1,300,-1,-1,1,0,0,0,0,0,1.13E+08,0,1.13E+08,1.13E+08,Malicious
192.168.174.128-192.168.174.130-6522-49232-6,192.168.174.130,49232,192.168.174.128,6522,6,25/05/2022 07:25:04 PM,9031069,3,6,41,2,39,0,13.66666667,21.96208855,2,0,0.333333333,0.816496581,4.761341099,0.996559765,1128883.625,2205171.712,5952581,186,6007953,3003976.5,4246191.07,6006487,1466,9031069,1806213.8,2642095.364,5952581,586,0,0,0,0,60,144,0.332186588,0.664373177,0,39,4.3,12.22065647,149.3444444,0,1,0,0,0,0,0,0,2,4.777777778,13.66666667,0.333333333,0,0,0,0,0,0,3,41,6,2,-1,32765,2,0,55848,0,55848,55848,5952581,0,5952581,5952581,Malicious
192.168.174.128-192.168.174.130-6522-49232-6,192.168.174.130,49232,192.168.174.128,6522,6,25/05/2022 07:25:13 PM,267,1,1,0,0,0,0,0,0,0,0,0,0,0,7490.636704,267,0,267,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3745.318352,3745.318352,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0,0,0,0,0,0,0,0,Malicious
